Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,database_cross_reference,definition,has ontology root term,has_alternative_id,has_exact_synonym,has_obo_format_version,has_obo_namespace,has_related_synonym,http://purl.org/dc/elements/1.1/description,http://purl.org/dc/elements/1.1/title,http://purl.org/dc/terms/license,http://www.geneontology.org/formats/oboInOwl#auto-generated-by,http://www.geneontology.org/formats/oboInOwl#created_by,http://www.geneontology.org/formats/oboInOwl#creation_date,http://www.geneontology.org/formats/oboInOwl#date,http://www.geneontology.org/formats/oboInOwl#default-namespace,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#saved-by,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#deprecated,http://www.w3.org/2004/02/skos/core#notation,part_of,term replaced by
http://purl.obolibrary.org/obo/SYMP_0000580,dysfunctions associated with sleep stages,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000566,UMLS_ICD9CM_2005_AUI:A0243741|UMLS_CUI:C0013373|ICD9CM_2005:780.56,,,,,,symptoms,,,,,,,,,,SYMP:0000580,,,dysfunctions associated with sleep stages,,SYMP:0000580,,
http://purl.obolibrary.org/obo/SYMP_0000583,hypersomnia with sleep apnea,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000582,UMLS_CUI:C0020530|ICD9CM_2005:780.53|UMLS_ICD9CM_2005_AUI:A0243735,,,,,,symptoms,,,,,,,,,,SYMP:0000583,,,hypersomnia with sleep apnea,,SYMP:0000583,,
http://purl.obolibrary.org/obo/SYMP_0000581,sleep apnea,,An apnea that is characterized by brief periods of recurrent cessation of breathing during sleep that is caused especially by obstruction of the airway or a disturbance in the brain's respiratory center and is associated especially with excessive daytime sleepiness.|doid/symp duplicate,false,,,http://purl.obolibrary.org/obo/SYMP_0000600,ICD9CM_2005:780.57|UMLS_ICD9CM_2005_AUI:A0760143|UMLS_CUI:C0375544,An apnea that is characterized by brief periods of recurrent cessation of breathing during sleep that is caused especially by obstruction of the airway or a disturbance in the brain's respiratory center and is associated especially with excessive daytime sleepiness.,,,,,symptoms,,,,,,,,,,SYMP:0000581,,doid/symp duplicate,sleep apnea,,SYMP:0000581,,
http://purl.obolibrary.org/obo/SYMP_0000588,extravasation of urine,,"A urinary system symptom that is characterized by an injury of the urethra in its bulbous or membranous portion, which leads to a collection of urine in other cavities, such as the perineal space, the scrotum, the penis and the connective tissue of the anterior abdominal wall.",false,,,http://purl.obolibrary.org/obo/SYMP_0000486,UMLS_ICD9CM_2005_AUI:A0284259|ICD9CM_2005:788.8|UMLS_CUI:C0152245,"A urinary system symptom that is characterized by an injury of the urethra in its bulbous or membranous portion, which leads to a collection of urine in other cavities, such as the perineal space, the scrotum, the penis and the connective tissue of the anterior abdominal wall.",,,,,symptoms,,,,,,,,,,SYMP:0000588,,,extravasation of urine,,SYMP:0000588,,
http://purl.obolibrary.org/obo/SYMP_0020025,caseation,,A respiratory system and chest symptom that is characterized by necrosis of tissue with conversion of damaged tissue into a soft cheesy substance.,false,,,http://purl.obolibrary.org/obo/SYMP_0000514,,A respiratory system and chest symptom that is characterized by necrosis of tissue with conversion of damaged tissue into a soft cheesy substance.,,,,,symptoms,,,,,,,,,,SYMP:0020025,,,caseation,,SYMP:0020025,,
http://purl.obolibrary.org/obo/SYMP_0020021,abnormal wound healing,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000092,,,,,,,symptoms,,,,,,,,,,SYMP:0020021,,,abnormal wound healing,,SYMP:0020021,,
http://purl.obolibrary.org/obo/SYMP_0020028,poor wound healing,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000092,,,,,,,symptoms,,,,,,,,,,SYMP:0020028,,,poor wound healing,,SYMP:0020028,,
http://purl.obolibrary.org/obo/SYMP_0020022,bone conduction hyperacusis,,An ear symptom - need proper definition - placeholder for xref.,false,,,http://purl.obolibrary.org/obo/SYMP_0000392,,An ear symptom - need proper definition - placeholder for xref.,,,,,symptoms,,,,,,,,,,SYMP:0020022,,,bone conduction hyperacusis,,SYMP:0020022,,
http://purl.obolibrary.org/obo/SYMP_0020023,bone pain,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000099,,,,,,,symptoms,,,,,,,,,,SYMP:0020023,,,bone pain,,SYMP:0020023,,
http://purl.obolibrary.org/obo/SYMP_0020020,abnormal scar formation,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000488,,,,,,,symptoms,,,,,,,,,,SYMP:0020020,,,abnormal scar formation,,SYMP:0020020,,
http://purl.obolibrary.org/obo/SYMP_0020024,bronchospasm,,A respiratory system and chest symptom that is characterized by constriction of the air passages of the lung (as in asthma) by spasmodic contraction of the bronchial muscles.,false,,,http://purl.obolibrary.org/obo/SYMP_0000514,,A respiratory system and chest symptom that is characterized by constriction of the air passages of the lung (as in asthma) by spasmodic contraction of the bronchial muscles.,,,,,symptoms,,,,,,,,,,SYMP:0020024,,,bronchospasm,,SYMP:0020024,,
http://purl.obolibrary.org/obo/SYMP_0020027,wet cough,productive cough,A cough that is characterized by a production and expectoration (bringing up) of mucus (phlegm) or sputum.,false,,,http://purl.obolibrary.org/obo/SYMP_0000614,,A cough that is characterized by a production and expectoration (bringing up) of mucus (phlegm) or sputum.,,,productive cough,,symptoms,,,,,,,,,,SYMP:0020027,,,wet cough,,SYMP:0020027,,
http://purl.obolibrary.org/obo/SYMP_0020029,concentration difficulty,,"An alteration of consciousness that is characterized by a decreased ability to focus one's thoughts on something. Concentration difficulties can be related to difficulty staying awake, impulsiveness, intrusive thoughts or concerns, overactivity, or inattention. They can be caused by medical, cognitive or psychological problems, or, may be related to sleep disorders, medications, alcohol, or drugs.",false,,,http://purl.obolibrary.org/obo/SYMP_0000482,,"An alteration of consciousness that is characterized by a decreased ability to focus one's thoughts on something. Concentration difficulties can be related to difficulty staying awake, impulsiveness, intrusive thoughts or concerns, overactivity, or inattention. They can be caused by medical, cognitive or psychological problems, or, may be related to sleep disorders, medications, alcohol, or drugs.",,,,,symptoms,,,,,,,,,,SYMP:0020029,,,concentration difficulty,,SYMP:0020029,,
http://purl.obolibrary.org/obo/SYMP_0020026,chronic inflammation,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000061,,,,,,,symptoms,,,,,,,,,,SYMP:0020026,,,chronic inflammation,,SYMP:0020026,,
http://purl.obolibrary.org/obo/SYMP_0000614,cough,,A respiratory system and chest symptom that is characterized by an explosive expulsion of air from the lungs acting as a protective mechanism to clear the air passages or as a symptom of pulmonary disturbance.,false,,,http://purl.obolibrary.org/obo/SYMP_0000514,UMLS_CUI:C0010200|UMLS_ICD9CM_2005_AUI:A0043303|ICD9CM_2005:786.2,A respiratory system and chest symptom that is characterized by an explosive expulsion of air from the lungs acting as a protective mechanism to clear the air passages or as a symptom of pulmonary disturbance.,,,,,symptoms,,,,,,,,,,SYMP:0000614,,,cough,,SYMP:0000614,,
http://purl.obolibrary.org/obo/SYMP_0000617,torticollis,twisted neck|wry neck,,false,,,http://purl.obolibrary.org/obo/SYMP_0000891,UMLS_ICD9CM_2005_AUI:A2358774|UMLS_CUI:C0028856|ICD9CM_2005:781.93,,,,twisted neck|wry neck,,symptoms,,,,,,,,,,SYMP:0000617,,,torticollis,,SYMP:0000617,,
http://purl.obolibrary.org/obo/SYMP_0000612,periumbilic abdominal rigidity,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000454,UMLS_ICD9CM_2005_AUI:A0637146|ICD9CM_2005:789.45|UMLS_CUI:C0375569,,,,,,symptoms,,,,,,,,,,SYMP:0000612,,,periumbilic abdominal rigidity,,SYMP:0000612,,
http://purl.obolibrary.org/obo/SYMP_0000613,fever,pyrexia,"A neurological and physiological symptom that is characterized by a rise of body temperature above the normal, whether as a natural response (as to infection) or artificially induced for therapeutic reasons.",false,,,http://purl.obolibrary.org/obo/SYMP_0000410,ICD9CM_2005:780.6|UMLS_ICD9CM_2005_AUI:A0058972|UMLS_CUI:C0015967,"A neurological and physiological symptom that is characterized by a rise of body temperature above the normal, whether as a natural response (as to infection) or artificially induced for therapeutic reasons.",,,pyrexia,,symptoms,,,,,,,,,,SYMP:0000613,,,fever,,SYMP:0000613,,
http://purl.obolibrary.org/obo/SYMP_0000616,loss of height,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000891,UMLS_ICD9CM_2005_AUI:A1892812|ICD9CM_2005:781.91|UMLS_CUI:C0424641,,,,,,symptoms,,,,,,,,,,SYMP:0000616,,,loss of height,,SYMP:0000616,,
http://purl.obolibrary.org/obo/SYMP_0000618,abnormal posture,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000891,UMLS_ICD9CM_2005_AUI:A0387502|ICD9CM_2005:781.92|UMLS_CUI:C0231471,,,,,,symptoms,,,,,,,,,,SYMP:0000618,,,abnormal posture,,SYMP:0000618,,
http://purl.obolibrary.org/obo/SYMP_0000615,obsolete lack of coordination,,,true,,,,UMLS_ICD9CM_2005_AUI:A0243769|UMLS_CUI:C0520966|ICD9CM_2005:781.3,,,,,,symptoms,,,,,,,,,,SYMP:0000615,,,obsolete lack of coordination,true,SYMP:0000615,,http://purl.obolibrary.org/obo/SYMP_0000164
http://purl.obolibrary.org/obo/SYMP_0000619,tetany,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000891,UMLS_ICD9CM_2005_AUI:A0124526|ICD9CM_2005:781.7|UMLS_CUI:C0039621,,,,,,symptoms,,,,,,,,,,SYMP:0000619,,,tetany,,SYMP:0000619,,
http://purl.obolibrary.org/obo/SYMP_0000610,dizziness,dizzy,A  balance symptom that is characterized by a sensation of unsteadiness accompanied by a feeling of movement within the head.,false,,,http://purl.obolibrary.org/obo/SYMP_0020045,UMLS_CUI:C0476206|ICD9CM_2005:780.4|UMLS_ICD9CM_2005_AUI:A0243727,A  balance symptom that is characterized by a sensation of unsteadiness accompanied by a feeling of movement within the head.,,,dizzy,,symptoms,,,,,,,,,,SYMP:0000610,,,dizziness,,SYMP:0000610,,
http://purl.obolibrary.org/obo/SYMP_0000611,periumbilic abdominal pain,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000457,UMLS_ICD9CM_2005_AUI:A0637135|ICD9CM_2005:789.05|UMLS_CUI:C0740594,,,,,,symptoms,,,,,,,,,,SYMP:0000611,,,periumbilic abdominal pain,,SYMP:0000611,,
